timestamp,platform_a,platform_c,platform_b,platform_y,platform_x,mode,active,ball_x,ball_y,target_y,target_x
3023.4009910423183,-149,-54,201,-149,-147,80,1,891,1089,1136,1224
3023.4105455834997,588,428,-1017,588,834,80,1,895,1086,1136,1224
3023.418302585658,-145,-54,197,-145,-145,80,1,895,1086,1136,1224
3023.4252745112894,592,427,-1020,592,836,80,1,899,1083,1136,1224
3023.4370353832273,-141,-54,193,-141,-143,80,1,899,1083,1136,1224
3023.449018731409,-141,-56,195,-141,-145,80,1,899,1083,1136,1224
3023.4610423825907,350,761,-1112,350,1081,80,1,904,1081,1136,1224
3023.470581188,-138,-54,191,-138,-142,80,1,904,1081,1136,1224
3023.4783106892633,-138,-56,193,-138,-144,80,1,904,1081,1136,1224
3023.485251110316,-138,-58,195,-138,-146,80,1,904,1081,1136,1224
3023.497025225409,-138,-60,197,-138,-148,80,1,904,1081,1136,1224
3023.5089814722273,-138,-61,198,-138,-150,80,1,904,1081,1136,1224
3023.5209746067276,-138,-63,200,-138,-152,80,1,904,1081,1136,1224
3023.530230187207,-138,-65,202,-138,-154,80,1,904,1081,1136,1224
3023.5380743585674,-138,-67,204,-138,-156,80,1,904,1081,1136,1224
3023.545186552459,845,-559,-286,845,-158,80,1,904,1077,1136,1224
3023.556999299591,-132,-73,204,-132,-160,80,1,904,1077,1136,1224
3023.5689825473637,1342,-812,-531,1342,-162,80,1,904,1071,1136,1224
3023.5810474949544,-123,-82,203,-123,-164,80,1,904,1071,1136,1224
3023.5899384215,1106,-697,-410,1106,-166,80,1,904,1066,1136,1224
3023.597851525889,-115,-89,202,-115,-168,80,1,904,1066,1136,1224
3023.6051924467774,-115,-91,204,-115,-170,80,1,904,1066,1136,1224
3023.617024698864,-115,-92,205,-115,-172,80,1,904,1066,1136,1224
3023.628961131318,-115,-94,207,-115,-174,80,1,904,1066,1136,1224
3023.6409985726364,-115,-96,209,-115,-176,80,1,904,1066,1136,1224
3023.6499339127,-115,-98,211,-115,-178,80,1,904,1066,1136,1224
3023.6578801240835,-115,-99,212,-115,-180,80,1,904,1066,1136,1224
3023.6652439879167,-115,-101,214,-115,-182,80,1,904,1066,1136,1224
3023.676998094727,-115,-103,216,-115,-184,80,1,904,1066,1136,1224
3023.6889800347276,-115,-105,218,-115,-186,80,1,904,1066,1136,1224
3023.7009789356366,-115,-106,219,-115,-188,80,1,904,1066,1136,1224
3023.709656766581,-115,-108,221,-115,-190,80,1,904,1066,1136,1224
3023.717650348286,-115,-110,223,-115,-192,80,1,904,1066,1136,1224
3023.725205541143,868,-603,-266,868,-194,80,1,904,1062,1136,1224
3023.7370105442274,-109,-116,223,-109,-196,80,1,904,1062,1136,1224
3023.7490341465,1120,-732,-389,1120,-198,80,1,904,1057,1136,1224
3023.761021810636,-101,-124,223,-101,-200,80,1,904,1057,1136,1224
3023.769673302419,1128,-739,-390,1128,-202,80,1,904,1052,1136,1224
3023.7776458535714,-93,-131,222,-93,-204,80,1,904,1052,1136,1224
3023.785184939286,-93,-133,224,-93,-206,80,1,904,1052,1136,1224
3023.7970349892726,-93,-135,226,-93,-208,80,1,904,1052,1136,1224
3023.8089594302724,-93,-136,227,-93,-210,80,1,904,1052,1136,1224
3023.8210119113182,-93,-138,229,-93,-212,80,1,904,1052,1136,1224
3023.829421862531,-93,-140,231,-93,-214,80,1,904,1052,1136,1224
3023.837423484735,-93,-142,233,-93,-216,80,1,904,1052,1136,1224
3023.845190536206,-93,-143,234,-93,-218,80,1,904,1052,1136,1224
3023.856959668909,-93,-145,236,-93,-220,80,1,904,1052,1136,1224
3023.8689998775453,-93,-147,238,-93,-222,80,1,904,1052,1136,1224
3023.8809960328635,-93,-148,239,-93,-224,80,1,904,1052,1136,1224
3023.8894411734063,-93,-150,241,-93,-226,80,1,904,1052,1136,1224
3023.8974666985296,-93,-152,243,-93,-228,80,1,904,1052,1136,1224
3023.9052415955884,-93,-154,245,-93,-230,80,1,904,1052,1136,1224
3023.917040318818,-93,-155,246,-93,-232,80,1,904,1052,1136,1224
3023.9290196345,-93,-157,248,-93,-234,80,1,904,1052,1136,1224
3023.9409692335907,-93,-159,250,-93,-236,80,1,904,1052,1136,1224
3023.9491863754547,-93,-3563,3654,-93,-4167,80,1,904,1052,2928,1048
3023.957215468667,-93,-2435,2526,-93,-2864,80,1,904,1052,2928,1048
3023.9652321073336,-93,-2445,2536,-93,-2876,80,1,904,1052,2928,1048
3023.9769769488635,-93,-2456,2547,-93,-2888,80,1,904,1052,2928,1048
3023.9889759261364,-93,-2466,2557,-93,-2900,80,1,904,1052,2928,1048
3024.0009754889547,-93,-2476,2567,-93,-2912,80,1,904,1052,2928,1048
3024.0089585716178,-93,-2487,2578,-93,-2924,80,1,904,1052,2928,1048
3024.0169350215,-93,-2497,2588,-93,-2936,80,1,904,1052,2928,1048
3024.0251781465,-93,-2508,2599,-93,-2948,80,1,904,1052,2928,1048
3024.0369995044543,-93,-2518,2609,-93,-2960,80,1,904,1052,2928,1048
3024.049020845364,-93,-2528,2619,-93,-2972,80,1,904,1052,2928,1048
3024.060996981091,-93,-2539,2630,-93,-2984,80,1,904,1052,2928,1048
