timestamp,platform_a,platform_c,platform_b,platform_y,platform_x,mode,active,ball_x,ball_y,target_y,target_x
5076.123685280955,0,0,0,0,0,72,1,2842,1096,1136,2840
5077.513044329112,0,0,0,0,0,72,1,2842,1096,1136,2840
5077.520627608103,0,0,0,0,0,72,1,2842,1096,1136,2840
5077.527380667743,0,0,0,0,0,72,1,2842,1096,1136,2840
5077.539151636682,0,0,0,0,0,72,1,2842,1096,1136,2840
5077.551213337772,0,0,0,0,0,72,1,2842,1096,1136,2840
5077.563122430272,0,0,0,0,0,72,1,2842,1096,1136,2840
5077.57267047975,0,0,0,0,0,72,1,2842,1096,1136,2840
5077.580429840447,0,0,0,0,0,72,1,2842,1096,1136,2840
5077.587406783237,0,0,0,0,0,72,1,2842,1091,1136,2840
5077.599190513591,0,0,0,0,0,72,1,2842,1087,1136,2840
5077.611166269273,0,0,0,0,0,72,1,2842,1087,1136,2840
5077.623165724137,0,0,0,0,0,72,1,2842,1082,1136,2840
5077.632371928345,0,0,0,0,0,72,1,2842,1082,1136,2840
5077.640214533784,0,0,0,0,0,72,1,2842,1082,1136,2840
5077.64735397973,0,0,0,0,0,72,1,2842,1082,1136,2840
5077.659165460864,0,0,0,0,0,72,1,2842,1082,1136,2840
5077.671167680273,0,0,0,0,0,72,1,2842,1082,1136,2840
5077.683123087454,0,0,0,0,0,72,1,2842,1082,1136,2840
5077.6921216001,0,0,0,0,0,72,1,2842,1082,1136,2840
5077.700069931833,0,0,0,0,0,72,1,2842,1082,1136,2840
5077.707388624167,0,0,0,0,0,72,1,2842,1082,1136,2840
5077.719140359864,0,0,0,0,0,72,1,2842,1082,1136,2840
5077.731156250318,0,0,0,0,0,72,1,2842,1082,1136,2840
5077.743134973501,0,0,0,0,0,72,1,2842,1082,1136,2840
5077.7520736,0,0,0,0,0,72,1,2842,1077,1136,2840
5077.760005256028,0,0,0,0,0,72,1,2842,1077,1136,2840
5077.767339939306,0,0,0,0,0,72,1,2842,1077,1136,2840
5077.779216612091,0,0,0,0,0,72,1,2843,1072,1136,2840
5077.791176491182,0,0,0,0,0,72,1,2843,1072,1136,2840
