timestamp,platform_a,platform_c,platform_b,platform_y,platform_x,mode,active,ball_x,ball_y,target_y,target_x
3714.0622940548624,1310,-438,-873,1310,251,80,1,2930,684,2928,1048
3714.0714373936894,-153,82,69,-153,7,80,1,2930,684,2928,1048
3714.083235676773,832,228,-1061,832,744,80,1,2933,680,2928,1048
3714.0952933052727,-142,81,60,-142,12,80,1,2933,680,2928,1048
3714.1072305082275,-140,80,59,-140,12,80,1,2933,680,2928,1048
3714.114632573676,-138,79,58,-138,12,80,1,2933,680,2928,1048
3714.1223258867585,-136,78,57,-136,12,80,1,2933,680,2928,1048
3714.131370984207,-134,77,56,-134,12,80,1,2933,680,2928,1048
3714.1433292222273,-132,76,55,-132,12,80,1,2933,680,2928,1048
3714.1552575044548,-130,75,54,-130,12,80,1,2933,680,2928,1048
3714.1673104362726,-128,74,53,-128,12,80,1,2933,680,2928,1048
3714.1744626004474,-126,73,52,-126,12,80,1,2933,680,2928,1048
3714.181958084,-124,72,51,-124,12,80,1,2933,680,2928,1048
3714.191415334,-122,71,50,-122,12,80,1,2933,680,2928,1048
3714.203307987409,1109,94,-1203,1109,749,80,1,2936,675,2928,1048
3714.2152987939094,-110,69,40,-110,17,80,1,2936,675,2928,1048
3714.2272780132726,875,-848,-27,875,-474,80,1,2934,671,2928,1048
3714.2343038721538,-99,61,36,-99,14,80,1,2934,671,2928,1048
3714.241629556222,-97,60,35,-97,14,80,1,2934,671,2928,1048
3714.2513657784443,888,-645,-244,888,-232,80,1,2933,667,2928,1048
3714.263267731409,-86,53,32,-86,12,80,1,2933,667,2928,1048
3714.275322530955,-84,52,31,-84,12,80,1,2933,667,2928,1048
3714.2873199987725,-82,51,30,-82,12,80,1,2933,667,2928,1048
3714.294315259923,-80,50,29,-80,12,80,1,2933,667,2928,1048
3714.3016134182594,-78,49,28,-78,12,80,1,2933,667,2928,1048
3714.311345906185,-76,48,27,-76,12,80,1,2933,667,2928,1048
3714.3233484741363,-74,47,26,-74,12,80,1,2933,667,2928,1048
3714.3352741177728,-72,46,25,-72,12,80,1,2933,667,2928,1048
3714.347272007909,-70,45,24,-70,12,80,1,2933,667,2928,1048
3714.354153045125,-68,44,23,-68,12,80,1,2933,667,2928,1048
3714.361264763154,-66,43,22,-66,12,80,1,2933,667,2928,1048
3714.3713818016154,674,-1391,716,674,-1217,80,1,2928,664,2928,1048
3714.383257871227,-56,31,24,-56,4,80,1,2928,664,2928,1048
3714.3952466995,-54,30,23,-54,4,80,1,2928,664,2928,1048
3714.4072956913183,-52,29,22,-52,4,80,1,2928,664,2928,1048
3714.413990055049,-1033,-332,1363,-1033,-979,80,1,2924,668,2928,1048
3714.42079991364,-54,25,28,-54,-2,80,1,2924,668,2928,1048
3714.43131587668,-52,24,27,-52,-2,80,1,2924,668,2928,1048
3714.443255818182,-50,23,26,-50,-2,80,1,2924,668,2928,1048
3714.455269216227,-1031,-125,1154,-1031,-739,80,1,2921,672,2928,1048
3714.4672819286816,-52,19,32,-52,-7,80,1,2921,672,2928,1048
3714.473812167,-1279,419,858,-1279,-253,80,1,2920,677,2928,1048
3714.4802952343753,-56,20,35,-56,-9,80,1,2920,677,2928,1048
3714.491270140625,-54,19,34,-54,-9,80,1,2920,677,2928,1048
3714.503346046091,-52,18,33,-52,-9,80,1,2920,677,2928,1048
3714.5152374533186,-50,17,32,-50,-9,80,1,2920,677,2928,1048
3714.527265652182,-48,16,31,-48,-9,80,1,2920,677,2928,1048
3714.5338453965,-46,15,30,-46,-9,80,1,2920,677,2928,1048
3714.540374000667,-44,14,29,-44,-9,80,1,2920,677,2928,1048
3714.551284167333,-42,13,28,-42,-9,80,1,2920,677,2928,1048
3714.5632178055907,-40,12,27,-40,-9,80,1,2920,677,2928,1048
3714.575292094727,-38,11,26,-38,-9,80,1,2920,677,2928,1048
3714.5873094321364,-36,10,25,-36,-9,80,1,2920,677,2928,1048
3714.593695861767,-34,9,24,-34,-9,80,1,2920,677,2928,1048
3714.599814292,1275,2757,-4032,1275,3920,80,1,2920,677,1216,3016
3714.6112873713914,3009,759,-3768,3009,2614,80,1,2920,677,1216,3016
3714.6233278923632,3022,760,-3783,3022,2623,80,1,2920,677,1216,3016
3714.6353341048184,3035,762,-3797,3035,2632,80,1,2920,677,1216,3016
3714.647294958682,3048,763,-3812,3048,2641,80,1,2920,677,1216,3016
3714.6535568062045,3061,764,-3825,3061,2650,80,1,2920,677,1216,3016
3714.659547368705,3074,765,-3840,3074,2659,80,1,2920,677,1216,3016
3714.671300621864,3087,767,-3854,3087,2668,80,1,2920,677,1216,3016
3714.6832958734544,2117,622,-2739,2117,1940,80,1,2917,681,1216,3016
3714.695276735182,3107,769,-3876,3107,2682,80,1,2917,681,1216,3016
3714.7072978712276,2137,1475,-3612,2137,2937,80,1,2918,685,1216,3016
3714.713598732955,1898,1390,-3289,1898,2702,80,1,2918,690,1216,3016
3714.7196271079547,3132,781,-3914,3132,2711,80,1,2918,690,1216,3016
3714.7312291931817,3145,783,-3928,3145,2720,80,1,2918,690,1216,3016
3714.743233273364,3158,784,-3943,3158,2729,80,1,2918,690,1216,3016
