timestamp,platform_a,platform_c,platform_b,platform_y,platform_x,mode,active,ball_x,ball_y,target_y,target_x
0,11,22,-33,11,32,78,1,2764,3012,3008,2880
8,-2,39,-38,-2,44,78,1,2766,3015,3008,2880
16,-2,31,-30,-2,35,78,1,2768,3016,3008,2880
28,3,31,-34,3,37,78,1,2768,3016,3008,2880
40,3,31,-34,3,37,78,1,2768,3016,3008,2880
52,-28,3,24,-28,-12,78,1,2773,3019,3008,2880
60,4,14,-19,4,19,78,1,2773,3019,3008,2880
67,7,18,-25,7,25,78,1,2773,3019,3008,2880
76,-19,5,12,-19,-4,78,1,2776,3021,3008,2880
88,-19,5,12,-19,-4,78,1,2776,3021,3008,2880
100,9,21,-30,9,30,78,1,2776,3021,3008,2880
112,9,21,-30,9,30,78,1,2776,3021,3008,2880
120,9,21,-30,9,30,78,1,2776,3021,3008,2880
127,5,30,-35,5,37,78,1,2778,3023,3008,2880
136,5,30,-35,5,37,78,1,2778,3023,3008,2880
148,5,30,-35,5,37,78,1,2778,3023,3008,2880
160,-2,31,-30,-2,35,78,1,2780,3025,3008,2880
172,-2,31,-30,-2,35,78,1,2780,3025,3008,2880
179,3,31,-34,3,37,78,1,2780,3025,3008,2880
187,3,31,-34,3,37,78,1,2780,3025,3008,2880
196,5,16,-21,5,21,78,1,2783,3026,3008,2880
208,8,18,-27,8,26,78,1,2783,3026,3008,2880
220,5,15,-20,5,20,78,1,2785,3026,3008,2880
232,-7,2,3,-7,-1,78,1,2788,3028,3008,2880
239,-7,2,3,-7,-1,78,1,2788,3028,3008,2880
247,-5,2,1,-5,1,78,1,2790,3028,3008,2880
256,-5,2,1,-5,1,78,1,2790,3028,3008,2880
268,3,13,-16,3,17,78,1,2790,3028,3008,2880
280,8,19,-28,8,27,78,1,2790,3028,3008,2880
292,4,15,-20,4,20,78,1,2792,3030,3008,2880
299,1,27,-28,1,32,78,1,2792,3030,3008,2880
307,1,27,-28,1,32,78,1,2792,3030,3008,2880
316,-27,13,12,-27,1,78,1,2795,3032,3008,2880
328,-27,13,12,-27,1,78,1,2795,3032,3008,2880
340,3,19,-22,3,24,78,1,2795,3032,3008,2880
352,3,19,-22,3,24,78,1,2795,3032,3008,2880
359,3,19,-22,3,24,78,1,2795,3032,3008,2880
367,6,25,-32,6,33,78,1,2795,3032,3008,2880
376,6,17,-24,6,24,78,1,2797,3032,3008,2880
388,6,17,-24,6,24,78,1,2797,3032,3008,2880
400,6,17,-24,6,24,78,1,2797,3032,3008,2880
412,3,11,-14,3,15,78,1,2799,3033,3008,2880
419,3,11,-14,3,15,78,1,2799,3033,3008,2880
426,6,16,-23,6,23,78,1,2799,3033,3008,2880
436,6,16,-23,6,23,78,1,2799,3033,3008,2880
448,6,16,-23,6,23,78,1,2799,3033,3008,2880
460,-4,34,-31,-4,37,78,1,2800,3035,3008,2880
472,-4,34,-31,-4,37,78,1,2800,3035,3008,2880
479,-4,34,-31,-4,37,78,1,2800,3035,3008,2880
486,-37,15,20,-37,-3,78,1,2804,3038,3008,2880
496,-37,15,20,-37,-3,78,1,2804,3038,3008,2880
508,-23,13,8,-23,3,78,1,2804,3038,3008,2880
520,-20,0,19,-20,-11,78,1,2806,3039,3008,2880
532,-43,-7,48,-43,-32,78,1,2808,3041,3008,2880
539,-22,12,9,-22,2,78,1,2808,3041,3008,2880
546,-22,12,9,-22,2,78,1,2808,3041,3008,2880
556,-40,6,33,-40,-16,78,1,2810,3043,3008,2880
568,-35,17,17,-35,0,78,1,2810,3043,3008,2880
580,-7,22,-17,-7,22,78,1,2810,3043,3008,2880
592,-7,22,-17,-7,22,78,1,2810,3043,3008,2880
599,-22,11,11,-22,0,78,1,2812,3044,3008,2880
606,-1,13,-14,-1,16,78,1,2812,3044,3008,2880
616,-1,13,-14,-1,16,78,1,2812,3044,3008,2880
628,-25,11,12,-25,-1,78,1,2814,3046,3008,2880
640,-25,11,12,-25,-1,78,1,2814,3046,3008,2880
652,-11,3,6,-11,-2,78,1,2816,3046,3008,2880
659,-11,3,6,-11,-2,78,1,2816,3046,3008,2880
665,-11,3,6,-11,-2,78,1,2816,3046,3008,2880
676,-3,1,1,-3,0,78,1,2818,3046,3008,2880
688,-3,1,1,-3,0,78,1,2818,3046,3008,2880
700,0,6,-7,0,7,78,1,2818,3046,3008,2880
712,0,6,-7,0,7,78,1,2818,3046,3008,2880
719,0,6,-7,0,7,78,1,2818,3046,3008,2880
725,-1,22,-23,-1,26,78,1,2818,3046,3008,2880
736,-1,22,-23,-1,26,78,1,2818,3046,3008,2880
748,-1,22,-23,-1,26,78,1,2818,3046,3008,2880
760,-1,22,-23,-1,26,78,1,2818,3046,3008,2880
772,-29,17,10,-29,4,78,1,2820,3048,3008,2880
779,-29,17,10,-29,4,78,1,2820,3048,3008,2880
785,-29,17,10,-29,4,78,1,2820,3048,3008,2880
