timestamp,platform_a,platform_c,platform_b,platform_y,platform_x,mode,active,ball_x,ball_y,target_y,target_x
0,2061,-1056,-1005,2061,-29,78,1,2912,1244,3008,2880
12,1749,-903,-846,1749,-33,78,1,2911,1264,3008,2880
24,1284,-680,-605,1284,-43,78,1,2911,1286,3008,2880
32,1000,-523,-478,1000,-26,78,1,2911,1308,3008,2880
40,694,-138,-557,694,242,78,1,2910,1331,3008,2880
48,345,114,-459,345,331,78,1,2911,1356,3008,2880
60,33,155,-188,33,198,78,1,2910,1381,3008,2880
72,147,157,-304,147,266,78,1,2910,1399,3008,2880
84,-174,15,158,-174,-82,78,1,2910,1427,3008,2880
92,-721,144,575,-721,-249,78,1,2910,1455,3008,2880
99,-539,294,243,-539,30,78,1,2909,1476,3008,2880
108,-1191,550,639,-1191,-51,78,1,2909,1506,3008,2880
120,-1939,1016,921,-1939,55,78,1,2908,1537,3008,2880
132,-2039,1078,959,-2039,69,78,1,2907,1568,3008,2880
144,-2190,1170,1019,-2190,87,78,1,2906,1601,3008,2880
152,-2483,1327,1154,-2483,100,78,1,2906,1633,3008,2880
159,-2563,1384,1177,-2563,119,78,1,2905,1665,3008,2880
168,-2691,1460,1229,-2691,133,78,1,2904,1700,3008,2880
180,-2791,1451,1338,-2791,65,78,1,2905,1732,3008,2880
192,-2552,1346,1205,-2552,81,78,1,2905,1757,3008,2880
204,-2696,1389,1306,-2696,48,78,1,2904,1791,3008,2880
211,-2713,1374,1337,-2713,21,78,1,2905,1824,3008,2880
219,-2512,1245,1266,-2512,-12,78,1,2905,1849,3008,2880
228,-2560,1302,1257,-2560,26,78,1,2904,1883,3008,2880
240,-2813,1415,1396,-2813,11,78,1,2905,1916,3008,2880
252,-2808,1400,1407,-2808,-4,78,1,2905,1949,3008,2880
264,-2845,1434,1409,-2845,15,78,1,2904,1981,3008,2880
271,-3069,1534,1534,-3069,0,78,1,2905,2013,3008,2880
279,-2898,1446,1451,-2898,-3,78,1,2904,2040,3008,2880
288,-2844,1415,1428,-2844,-8,78,1,2905,2070,3008,2880
300,-2821,1399,1420,-2821,-12,78,1,2905,2101,3008,2880
312,-2437,1206,1229,-2437,-13,78,1,2904,2119,3008,2880
324,-2472,1220,1251,-2472,-18,78,1,2905,2151,3008,2880
331,-2670,1306,1363,-2670,-33,78,1,2905,2184,3008,2880
339,-2477,1216,1259,-2477,-25,78,1,2905,2206,3008,2880
348,-2527,1227,1298,-2527,-41,78,1,2906,2238,3008,2880
360,-2896,1399,1496,-2896,-56,78,1,2906,2268,3008,2880
372,-2826,1371,1454,-2826,-48,78,1,2906,2296,3008,2880
384,-2622,1266,1355,-2622,-51,78,1,2906,2321,3008,2880
391,-2723,1303,1418,-2723,-66,78,1,2907,2346,3008,2880
398,-2562,1230,1331,-2562,-58,78,1,2907,2371,3008,2880
408,-2385,1139,1244,-2385,-61,78,1,2907,2394,3008,2880
420,-2281,1074,1205,-2281,-76,78,1,2908,2418,3008,2880
432,-2053,967,1084,-2053,-67,78,1,2907,2434,3008,2880
444,-2005,951,1052,-2005,-58,78,1,2907,2456,3008,2880
451,-1897,884,1011,-1897,-73,78,1,2908,2477,3008,2880
458,-1682,776,905,-1682,-75,78,1,2908,2492,3008,2880
468,-1633,758,873,-1633,-66,78,1,2908,2513,3008,2880
480,-1683,761,920,-1683,-92,78,1,2909,2531,3008,2880
492,-1617,726,889,-1617,-94,78,1,2909,2550,3008,2880
504,-1564,708,855,-1564,-85,78,1,2909,2568,3008,2880
511,-1597,712,883,-1597,-99,78,1,2910,2584,3008,2880
518,-1470,647,822,-1470,-101,78,1,2910,2600,3008,2880
528,-1414,627,786,-1414,-92,78,1,2910,2615,3008,2880
540,-1314,575,738,-1314,-94,78,1,2910,2630,3008,2880
552,-1199,505,692,-1199,-108,78,1,2911,2644,3008,2880
564,-1080,455,624,-1080,-98,78,1,2911,2655,3008,2880
571,-1023,414,607,-1023,-111,78,1,2912,2669,3008,2880
577,-980,392,587,-980,-113,78,1,2912,2682,3008,2880
588,-816,309,506,-816,-114,78,1,2912,2691,3008,2880
600,-785,301,482,-785,-105,78,1,2912,2703,3008,2880
612,-798,307,490,-798,-106,78,1,2912,2714,3008,2880
624,-737,284,451,-737,-96,78,1,2912,2725,3008,2880
631,-692,261,430,-692,-98,78,1,2912,2736,3008,2880
637,-702,265,436,-702,-99,78,1,2912,2745,3008,2880
648,-565,195,368,-565,-100,78,1,2912,2752,3008,2880
660,-562,183,378,-562,-113,78,1,2913,2763,3008,2880
672,-529,175,352,-529,-102,78,1,2912,2772,3008,2880
684,-361,90,269,-361,-103,78,1,2912,2777,3008,2880
691,-401,109,290,-401,-104,78,1,2912,2787,3008,2880
697,-500,179,320,-500,-81,78,1,2910,2796,3008,2880
708,-375,125,248,-375,-71,78,1,2910,2802,3008,2880
720,-342,99,242,-342,-83,78,1,2910,2810,3008,2880
732,-453,163,288,-453,-72,78,1,2909,2818,3008,2880
744,-374,123,250,-374,-73,78,1,2909,2825,3008,2880
751,-281,46,233,-281,-108,78,1,2910,2832,3008,2880
757,-288,49,238,-288,-109,78,1,2910,2838,3008,2880
768,-222,5,216,-222,-122,78,1,2911,2844,3008,2880
780,-174,-8,181,-174,-109,78,1,2910,2850,3008,2880
792,-139,-22,159,-139,-105,78,1,2911,2856,3008,2880
804,-75,-16,89,-75,-61,78,1,2911,2859,3008,2880
811,-75,-14,87,-75,-58,78,1,2910,2864,3008,2880
817,-82,-9,90,-82,-57,78,1,2910,2870,3008,2880
828,-70,-5,74,-70,-46,78,1,2909,2873,3008,2880
840,-79,5,72,-79,-39,78,1,2908,2878,3008,2880
852,-101,7,92,-101,-49,78,1,2909,2884,3008,2880
864,-124,24,99,-124,-43,78,1,2907,2889,3008,2880
871,-115,20,93,-115,-42,78,1,2907,2894,3008,2880
877,-136,27,108,-136,-47,78,1,2907,2899,3008,2880
888,-159,43,114,-159,-41,78,1,2905,2904,3008,2880
900,-150,45,104,-150,-34,78,1,2905,2908,3008,2880
912,-158,45,112,-158,-39,78,1,2904,2914,3008,2880
924,-164,54,109,-164,-32,78,1,2903,2918,3008,2880
931,-170,58,111,-170,-31,78,1,2903,2923,3008,2880
937,-163,45,116,-163,-41,78,1,2903,2929,3008,2880
948,-199,67,130,-199,-36,78,1,2902,2934,3008,2880
960,-145,39,104,-145,-38,78,1,2902,2937,3008,2880
972,-182,57,124,-182,-39,78,1,2901,2943,3008,2880
984,-157,51,104,-157,-31,78,1,2900,2945,3008,2880
990,-69,10,57,-69,-27,78,1,2900,2945,3008,2880
997,-93,22,69,-93,-27,78,1,2899,2951,3008,2880
1008,-191,69,120,-191,-29,78,1,2899,2960,3008,2880
1020,-136,40,95,-136,-32,78,1,2899,2963,3008,2880
1032,-156,50,105,-156,-32,78,1,2898,2966,3008,2880
1043,-321,115,204,-321,-51,78,1,2898,2975,3008,2880
1050,-330,121,208,-330,-50,78,1,2897,2981,3008,2880
1057,-176,62,113,-176,-30,78,1,2897,2981,3008,2880
1068,-132,41,90,-132,-28,78,1,2897,2981,3008,2880
1080,-187,67,118,-187,-30,78,1,2896,2987,3008,2880
1092,-132,49,82,-132,-19,78,1,2895,2991,3008,2880
1103,-67,13,52,-67,-23,78,1,2895,2993,3008,2880
1110,-124,46,77,-124,-18,78,1,2894,2996,3008,2880
1117,-251,111,138,-251,-16,78,1,2893,3003,3008,2880
1128,-231,96,133,-231,-21,78,1,2893,3008,3008,2880
1140,-217,82,133,-217,-29,78,1,2893,3011,3008,2880
1152,-237,92,143,-237,-30,78,1,2893,3014,3008,2880
1163,-270,100,169,-270,-40,78,1,2893,3019,3008,2880
1170,-234,84,149,-234,-38,78,1,2892,3023,3008,2880
1177,-220,94,125,-220,-18,78,1,2890,3026,3008,2880
1188,-259,111,146,-259,-20,78,1,2890,3031,3008,2880
1200,-264,114,149,-264,-20,78,1,2890,3034,3008,2880
1212,-302,152,149,-302,2,78,1,2887,3039,3008,2880
1223,-277,137,138,-277,-1,78,1,2887,3042,3008,2880
1230,-292,138,153,-292,-9,78,1,2886,3046,3008,2880
1237,-273,136,136,-273,0,78,1,2885,3049,3008,2880
1248,-293,156,135,-293,12,78,1,2883,3051,3008,2880
1260,-224,115,108,-224,4,78,1,2882,3053,3008,2880
1272,-243,129,112,-243,10,78,1,2881,3056,3008,2880
1283,-297,166,129,-297,21,78,1,2878,3061,3008,2880
1290,-239,134,103,-239,18,78,1,2878,3061,3008,2880
1297,-291,160,129,-291,18,78,1,2876,3066,3008,2880
1308,-374,206,167,-374,22,78,1,2874,3072,3008,2880
1320,-316,174,141,-316,19,78,1,2874,3072,3008,2880
1332,-326,181,144,-326,21,78,1,2871,3077,3008,2880
1342,-383,215,166,-383,28,78,1,2870,3080,3008,2880
1350,-350,194,155,-350,22,78,1,2869,3083,3008,2880
1357,-297,164,131,-297,19,78,1,2868,3086,3008,2880
1368,-297,164,131,-297,19,78,1,2868,3086,3008,2880
1380,-323,179,142,-323,21,78,1,2865,3092,3008,2880
1392,-312,175,136,-312,22,78,1,2864,3094,3008,2880
1402,-317,183,132,-317,29,78,1,2862,3096,3008,2880
1410,-317,195,120,-317,43,78,1,2860,3099,3008,2880
1417,-390,240,149,-390,53,78,1,2859,3104,3008,2880
1428,-376,216,159,-376,33,78,1,2858,3108,3008,2880
1440,-337,191,144,-337,27,78,1,2858,3108,3008,2880
1452,-348,190,157,-348,19,78,1,2857,3111,3008,2880
1462,-318,145,172,-318,-16,78,1,2859,3113,3008,2880
1470,-240,101,138,-240,-21,78,1,2859,3113,3008,2880
1477,-177,64,111,-177,-27,78,1,2859,3113,3008,2880
1488,-223,135,86,-223,28,78,1,2853,3114,3008,2880
1500,-213,131,80,-213,29,78,1,2852,3116,3008,2880
1512,-200,123,76,-200,27,78,1,2852,3116,3008,2880
1522,-195,129,64,-195,37,78,1,2846,3117,3008,2880
1529,-276,185,90,-276,55,78,1,2846,3122,3008,2880
1537,-277,170,105,-277,38,78,1,2846,3122,3008,2880
1548,-252,155,96,-252,34,78,1,2846,3122,3008,2880
1560,-307,189,116,-307,42,78,1,2844,3126,3008,2880
1572,-277,144,131,-277,7,78,1,2844,3126,3008,2880
1582,-204,110,93,-204,10,78,1,2844,3126,3008,2880
1589,-274,169,104,-274,37,78,1,2840,3129,3008,2880
1597,-274,169,104,-274,37,78,1,2840,3129,3008,2880
1608,-205,126,77,-205,28,78,1,2840,3129,3008,2880
1620,-227,139,86,-227,31,78,1,2836,3130,3008,2880
1632,-227,139,86,-227,31,78,1,2836,3130,3008,2880
1641,-180,111,68,-180,25,78,1,2836,3130,3008,2880
1649,-174,118,55,-174,36,78,1,2834,3130,3008,2880
1657,-174,118,55,-174,36,78,1,2834,3130,3008,2880
1668,-155,95,58,-155,21,78,1,2834,3130,3008,2880
