timestamp,platform_a,error_x,platform_c,platform_b,error_y,platform_y,platform_x,error_delta_x,error_delta_y,mode,error_sum_y,error_sum_x,active,ball_x,ball_y,target_y,target_x
613,0,-40,0,0,9,0,0,-2,3,72,74,-284,1,1336,2999,3008,1296
625,0,-40,0,0,9,0,0,-2,3,72,83,-324,1,1336,2999,3008,1296
633,0,-42,0,0,11,0,0,-4,5,72,83,-366,1,1338,2997,3008,1296
641,0,-42,0,0,11,0,0,-4,5,72,83,-408,1,1338,2997,3008,1296
650,0,-42,0,0,11,0,0,-2,2,72,94,-450,1,1338,2997,3008,1296
662,0,-42,0,0,11,0,0,-2,2,72,105,-492,1,1338,2997,3008,1296
673,0,-42,0,0,11,0,0,-2,2,72,116,-534,1,1338,2997,3008,1296
685,0,-42,0,0,11,0,0,0,0,72,127,-576,1,1338,2997,3008,1296
693,0,-44,0,0,11,0,0,-2,0,72,138,-620,1,1340,2997,3008,1296
701,0,-44,0,0,11,0,0,-2,0,72,149,-664,1,1340,2997,3008,1296
710,0,-44,0,0,11,0,0,-2,0,72,160,-708,1,1340,2997,3008,1296
721,0,-48,0,0,11,0,0,-6,0,72,171,-708,1,1344,2997,3008,1296
733,0,-50,0,0,11,0,0,-8,0,72,182,-708,1,1346,2997,3008,1296
745,0,-50,0,0,11,0,0,-6,0,72,193,-708,1,1346,2997,3008,1296
753,0,-54,0,0,11,0,0,-10,0,72,204,-708,1,1350,2997,3008,1296
761,0,-56,0,0,11,0,0,-12,0,72,215,-708,1,1352,2997,3008,1296
770,0,-56,0,0,8,0,0,-8,-3,72,223,-708,1,1352,3000,3008,1296
781,0,-58,0,0,6,0,0,-8,-5,72,223,-708,1,1354,3002,3008,1296
793,0,-58,0,0,6,0,0,-8,-5,72,223,-708,1,1354,3002,3008,1296
804,0,-58,0,0,3,0,0,-4,-8,72,223,-766,1,1354,3005,3008,1296
813,0,-58,0,0,3,0,0,-2,-8,72,223,-824,1,1354,3005,3008,1296
821,0,-58,0,0,3,0,0,-2,-5,72,223,-882,1,1354,3005,3008,1296
830,0,-58,0,0,3,0,0,0,-3,72,226,-940,1,1354,3005,3008,1296
842,0,-58,0,0,3,0,0,0,-3,72,229,-998,1,1354,3005,3008,1296
854,20,-58,-10,-10,3,20,0,0,0,72,232,-1056,1,1354,3005,3008,1296
864,40,-58,-20,-20,3,40,0,0,0,72,235,-1114,1,1354,3005,3008,1296
873,60,-60,-30,-30,1,60,0,-2,-2,72,236,-1174,1,1356,3007,3008,1296
881,60,-60,-30,-30,1,60,0,-2,-2,72,237,-1234,1,1356,3007,3008,1296
890,60,-60,-30,-30,1,60,0,-2,-2,72,238,-1294,1,1356,3007,3008,1296
901,60,-62,-30,-30,-1,60,0,-4,-4,72,237,-1356,1,1358,3009,3008,1296
913,40,-64,-20,-20,-1,40,0,-6,-4,72,236,-1356,1,1360,3009,3008,1296
924,40,-64,-20,-20,-1,40,0,-4,-2,72,235,-1420,1,1360,3009,3008,1296
932,40,-66,-20,-20,-2,40,0,-6,-3,72,233,-1420,1,1362,3010,3008,1296
941,20,-68,-28,7,-2,20,-20,-8,-3,72,231,-1420,1,1364,3010,3008,1296
950,20,-68,-28,7,-2,20,-20,-6,-1,72,229,-1420,1,1364,3010,3008,1296
962,0,-70,-35,34,-3,0,-40,-6,-2,72,226,-1420,1,1366,3011,3008,1296
974,-20,-70,-42,61,-3,-20,-60,-6,-2,72,223,-1420,1,1366,3011,3008,1296
984,-40,-70,-50,89,-3,-40,-80,-4,-1,72,220,-1490,1,1366,3011,3008,1296
992,-40,-72,-50,89,-3,-40,-80,-4,-1,72,217,-1562,1,1368,3011,3008,1296
1000,-40,-72,-50,89,-3,-40,-80,-4,-1,72,214,-1634,1,1368,3011,3008,1296
1010,-40,-75,-67,106,-4,-40,-100,-5,-1,72,210,-1634,1,1371,3012,3008,1296
1021,-40,-77,-67,106,-5,-40,-100,-7,-2,72,205,-1634,1,1373,3013,3008,1296
1033,-40,-77,-84,123,-5,-40,-120,-7,-2,72,200,-1634,1,1373,3013,3008,1296
1044,-40,-80,-102,141,-6,-40,-140,-8,-3,72,194,-1634,1,1376,3014,3008,1296
1052,-40,-80,-119,158,-6,-40,-160,-8,-3,72,188,-1634,1,1376,3014,3008,1296
1060,-40,-80,-119,158,-6,-40,-160,-5,-2,72,182,-1634,1,1376,3014,3008,1296
1070,-40,-80,-119,158,-6,-40,-160,-3,-1,72,176,-1714,1,1376,3014,3008,1296
1082,-40,-80,-119,158,-6,-40,-160,-3,-1,72,170,-1794,1,1376,3014,3008,1296
1093,-60,-82,-109,168,-6,-60,-160,-2,0,72,164,-1876,1,1378,3014,3008,1296
1104,-40,-82,-119,158,-6,-40,-160,-2,0,72,158,-1958,1,1378,3014,3008,1296
1112,-40,-82,-136,175,-6,-40,-180,-2,0,72,152,-2040,1,1378,3014,3008,1296
1120,-40,-86,-171,210,-7,-40,-220,-6,-1,72,145,-2040,1,1382,3015,3008,1296
1130,-40,-86,-206,245,-7,-40,-260,-6,-1,72,138,-2040,1,1382,3015,3008,1296
1142,-40,-84,-258,297,-2,-40,-320,-2,4,72,136,-2124,1,1380,3010,3008,1296
1154,-40,-89,-310,349,-9,-40,-380,-7,-3,72,127,-2124,1,1385,3017,3008,1296
1164,-40,-89,-362,401,-6,-40,-440,-7,0,72,121,-2124,1,1385,3014,3008,1296
1172,-40,-87,-414,453,-1,-40,-500,-1,6,72,121,-2211,1,1383,3009,3008,1296
1180,-20,-91,-482,501,-7,-20,-567,-5,0,72,114,-2211,1,1387,3015,3008,1296
1190,-20,-93,-543,562,-5,-20,-638,-9,-3,72,109,-2211,1,1389,3013,3008,1296
1202,-20,-93,-588,607,-5,-20,-690,-4,4,72,104,-2304,1,1389,3013,3008,1296
1213,-20,-93,-588,607,-5,-20,-690,-4,1,72,99,-2397,1,1389,3013,3008,1296
1224,-20,-95,-635,654,-5,-20,-744,-8,-4,72,94,-2397,1,1391,3013,3008,1296
1232,-20,-96,-683,702,-3,-20,-800,-5,4,72,91,-2397,1,1392,3011,3008,1296
1240,-20,-96,-683,702,-3,-20,-800,-3,2,72,88,-2493,1,1392,3011,3008,1296
1250,-20,-96,-683,702,-3,-20,-800,-3,2,72,85,-2589,1,1392,3011,3008,1296
1261,-20,-98,-635,654,1,-20,-744,-5,6,72,85,-2589,1,1394,3007,3008,1296
1273,-20,-98,-588,607,1,-20,-690,-3,6,72,85,-2687,1,1394,3007,3008,1296
1283,-20,-98,-406,425,1,-20,-480,-2,4,72,86,-2785,1,1394,3007,3008,1296
1292,-20,-100,-302,321,6,-20,-360,-4,9,72,86,-2885,1,1396,3002,3008,1296
1300,-20,-100,-181,200,6,-20,-220,-4,9,72,86,-2985,1,1396,3002,3008,1296
1310,-20,-100,-94,113,6,-20,-120,-2,5,72,86,-3085,1,1396,3002,3008,1296
1321,-20,-101,-60,79,10,-20,-80,-3,9,72,86,-3186,1,1397,2998,3008,1296
1333,0,-101,-52,51,10,0,-60,-3,9,72,86,-3287,1,1397,2998,3008,1296
1343,0,-101,-35,34,10,0,-40,-1,4,72,96,-3388,1,1397,2998,3008,1296
1352,20,-101,-28,7,14,20,-20,-1,8,72,96,-3489,1,1397,2994,3008,1296
1360,20,-101,-28,7,14,20,-20,-1,8,72,96,-3590,1,1397,2994,3008,1296
1370,20,-101,-28,7,14,20,-20,0,4,72,110,-3691,1,1397,2994,3008,1296
1382,20,-99,-10,-10,18,20,0,2,8,72,110,-3790,1,1395,2990,3008,1296
1393,20,-99,-10,-10,18,20,0,2,8,72,110,-3889,1,1395,2990,3008,1296
1403,40,-95,-3,-38,26,40,20,6,12,72,110,-3889,1,1391,2982,3008,1296
1411,60,-97,39,-100,27,60,80,4,13,72,110,-3986,1,1393,2981,3008,1296
1420,80,-97,46,-127,25,80,100,4,11,72,110,-4083,1,1393,2983,3008,1296
1430,80,-93,63,-144,33,80,120,6,15,72,110,-4083,1,1389,2975,3008,1296
1441,80,-96,63,-144,32,80,120,3,14,72,110,-4179,1,1392,2976,3008,1296
1453,100,-97,105,-206,30,100,180,-2,4,72,140,-4276,1,1393,2978,3008,1296
1463,100,-97,192,-293,30,100,280,0,3,72,170,-4373,1,1393,2978,3008,1296
1471,100,-95,227,-328,30,100,320,2,5,72,170,-4468,1,1391,2978,3008,1296
1479,100,-95,244,-345,30,100,340,-2,-3,72,200,-4563,1,1391,2978,3008,1296
1490,80,-93,289,-370,31,80,380,3,-1,72,231,-4656,1,1389,2977,3008,1296
1502,80,-91,289,-370,31,80,380,6,1,72,262,-4656,1,1387,2977,3008,1296
1513,80,-89,306,-387,33,80,400,8,3,72,295,-4656,1,1385,2975,3008,1296
1523,80,-87,323,-404,34,80,420,8,4,72,329,-4656,1,1383,2974,3008,1296
1531,80,-86,323,-404,37,80,420,9,7,72,329,-4656,1,1382,2971,3008,1296
1539,80,-84,306,-387,39,80,400,9,8,72,329,-4656,1,1380,2969,3008,1296
1550,80,-83,254,-335,42,80,340,8,11,72,329,-4656,1,1379,2966,3008,1296
1561,80,-83,150,-231,44,80,220,6,11,72,329,-4656,1,1379,2964,3008,1296
1573,80,-82,63,-144,47,80,120,5,13,72,329,-4656,1,1378,2961,3008,1296
1583,80,-81,63,-144,50,80,120,5,13,72,329,-4656,1,1377,2958,3008,1296
1591,60,-80,56,-117,52,60,100,4,13,72,329,-4736,1,1376,2956,3008,1296
1599,60,-79,56,-117,55,60,100,4,13,72,329,-4815,1,1375,2953,3008,1296
1610,60,-79,39,-100,57,60,80,4,13,72,329,-4894,1,1375,2951,3008,1296
1622,60,-78,21,-82,60,60,60,4,13,72,329,-4972,1,1374,2948,3008,1296
1634,60,-78,21,-82,60,60,60,3,10,72,329,-5050,1,1374,2948,3008,1296
1643,60,-78,21,-82,62,60,60,2,10,72,329,-5128,1,1374,2946,3008,1296
1651,60,-78,21,-82,62,60,60,1,7,72,329,-5206,1,1374,2946,3008,1296
1659,80,-78,-6,-75,62,80,40,1,5,72,329,-5284,1,1374,2946,3008,1296
1670,80,-79,-6,-75,64,80,40,-1,4,72,393,-5363,1,1375,2944,3008,1296
1681,100,-79,-16,-85,64,100,40,-1,4,72,457,-5442,1,1375,2944,3008,1296
1693,120,-79,-26,-95,64,120,40,-1,2,72,521,-5521,1,1375,2944,3008,1296
1703,160,-80,6,-167,66,160,100,-2,4,72,587,-5601,1,1376,2942,3008,1296
1711,200,-80,-31,-170,66,200,80,-2,4,72,653,-5681,1,1376,2942,3008,1296
1719,240,-80,-69,-172,66,240,60,-1,2,72,719,-5761,1,1376,2942,3008,1296
1730,300,-81,-81,-220,69,300,80,-2,5,72,719,-5842,1,1377,2939,3008,1296
1742,340,-81,-101,-240,69,340,80,-2,5,72,719,-5923,1,1377,2939,3008,1296
1754,380,-81,-121,-260,71,380,80,-1,5,72,719,-6004,1,1377,2937,3008,1296
1763,440,-83,-151,-290,75,440,80,-3,9,72,719,-6087,1,1379,2933,3008,1296
1771,480,-83,-206,-275,75,480,40,-3,9,72,719,-6170,1,1379,2933,3008,1296
1779,567,-84,-301,-266,80,567,-20,-3,11,72,719,-6254,1,1380,2928,3008,1296
1790,638,-86,-354,-285,84,638,-40,-5,15,72,719,-6254,1,1382,2924,3008,1296
1801,744,-86,-442,-303,84,744,-80,-5,13,72,719,-6254,1,1382,2924,3008,1296
1813,800,-86,-504,-297,89,800,-120,-3,14,72,719,-6340,1,1382,2919,3008,1296
1823,800,-87,-522,-279,91,800,-140,-4,16,72,719,-6427,1,1383,2917,3008,1296
1831,800,-87,-556,-245,91,800,-180,-3,11,72,719,-6514,1,1383,2917,3008,1296
1839,800,-88,-591,-210,93,800,-220,-2,9,72,719,-6602,1,1384,2915,3008,1296
1850,800,-88,-608,-193,96,800,-240,-2,12,72,719,-6690,1,1384,2912,3008,1296
1862,744,-88,-615,-130,96,744,-280,-2,7,72,719,-6778,1,1384,2912,3008,1296
1873,690,-88,-640,-51,96,690,-340,-1,5,72,719,-6866,1,1384,2912,3008,1296
1882,638,-88,-631,-8,101,638,-360,-1,10,72,719,-6954,1,1384,2907,3008,1296
1891,616,-88,-620,3,101,616,-360,0,8,72,719,-7042,1,1384,2907,3008,1296
1899,616,-88,-638,21,101,616,-380,0,5,72,719,-7130,1,1384,2907,3008,1296
1910,520,-88,-590,69,106,520,-380,0,10,72,719,-7218,1,1384,2902,3008,1296
1921,520,-88,-590,69,106,520,-380,0,10,72,719,-7306,1,1384,2902,3008,1296
1934,500,-88,-580,79,106,500,-380,0,5,72,719,-7394,1,1384,2902,3008,1296
1942,480,-88,-552,71,111,480,-360,0,10,72,719,-7482,1,1384,2897,3008,1296
1951,460,-90,-525,64,114,460,-340,-2,13,72,719,-7572,1,1386,2894,3008,1296
1958,400,-89,-478,77,110,400,-320,-1,4,72,829,-7661,1,1385,2898,3008,1296
1970,380,-90,-433,52,111,380,-280,-2,5,72,829,-7751,1,1386,2897,3008,1296
1981,340,-92,-361,20,114,340,-220,-4,8,72,829,-7843,1,1388,2894,3008,1296
1994,300,-91,-306,5,110,300,-180,-3,-1,72,939,-7934,1,1387,2898,3008,1296
2002,280,-91,-262,-19,105,280,-140,-1,-9,72,939,-8025,1,1387,2903,3008,1296
2010,260,-91,-234,-27,105,260,-120,-2,-5,72,939,-8116,1,1387,2903,3008,1296
2018,240,-90,-207,-34,103,240,-100,0,-8,72,939,-8206,1,1386,2905,3008,1296
2030,240,-89,-190,-51,98,240,-80,3,-16,72,939,-8295,1,1385,2910,3008,1296
2041,220,-81,-180,-41,99,220,-80,10,-11,72,939,-8295,1,1377,2909,3008,1296
2054,220,-79,-162,-59,95,220,-60,12,-10,72,939,-8295,1,1375,2913,3008,1296
2062,220,-79,-162,-59,92,220,-60,12,-13,72,939,-8295,1,1375,2916,3008,1296
2070,220,-71,-162,-59,91,220,-60,19,-12,72,939,-8295,1,1367,2917,3008,1296
2078,220,-76,-162,-59,83,220,-60,13,-15,72,939,-8295,1,1372,2925,3008,1296
2089,220,-76,-162,-59,81,220,-60,5,-18,72,939,-8295,1,1372,2927,3008,1296
2102,200,-75,-152,-49,79,200,-60,4,-16,72,939,-8370,1,1371,2929,3008,1296
2113,200,-80,-170,-31,71,200,-80,-1,-21,72,939,-8450,1,1376,2937,3008,1296
2122,180,-80,-160,-21,69,180,-80,-9,-22,72,939,-8450,1,1376,2939,3008,1296
2130,140,-77,-122,-19,67,140,-60,-1,-16,72,939,-8527,1,1373,2941,3008,1296
2138,100,-74,-102,1,64,100,-60,2,-17,72,939,-8601,1,1370,2944,3008,1296
2149,60,-74,-82,21,64,60,-60,1,-15,72,939,-8675,1,1370,2944,3008,1296
2161,40,-71,-72,31,60,40,-60,9,-11,72,939,-8675,1,1367,2948,3008,1296
2173,-20,-67,-42,61,57,-20,-60,13,-12,72,939,-8675,1,1363,2951,3008,1296
2182,-40,-67,-32,71,55,-40,-60,10,-12,72,939,-8675,1,1363,2953,3008,1296
2190,-100,-66,15,84,52,-100,-40,8,-12,72,939,-8675,1,1362,2956,3008,1296
2198,-120,-63,25,94,47,-120,-40,11,-17,72,939,-8675,1,1359,2961,3008,1296
2209,-180,-63,55,124,42,-180,-40,8,-18,72,939,-8675,1,1359,2966,3008,1296
2222,-240,-61,102,137,40,-240,-20,6,-17,72,939,-8675,1,1357,2968,3008,1296
2234,-300,-60,167,132,37,-300,20,7,-18,72,939,-8675,1,1356,2971,3008,1296
2242,-360,-60,214,145,32,-360,40,6,-20,72,939,-8675,1,1356,2976,3008,1296
2250,-380,-57,259,120,28,-380,80,6,-19,72,939,-8675,1,1353,2980,3008,1296
2258,-420,-57,313,106,28,-420,120,6,-14,72,939,-8675,1,1353,2980,3008,1296
2269,-420,-51,331,88,20,-420,140,10,-20,72,939,-8675,1,1347,2988,3008,1296
2281,-420,-49,383,36,18,-420,200,11,-19,72,939,-8675,1,1345,2990,3008,1296
2293,-420,-49,417,2,18,-420,240,11,-14,72,939,-8675,1,1345,2990,3008,1296
2302,-400,-43,407,-8,12,-400,240,14,-16,72,939,-8675,1,1339,2996,3008,1296
2310,-380,-42,397,-18,10,-380,240,15,-18,72,939,-8675,1,1338,2998,3008,1296
2318,-360,-40,387,-28,7,-360,240,11,-13,72,939,-8675,1,1336,3001,3008,1296
2330,-340,-38,360,-21,5,-340,220,11,-13,72,939,-8675,1,1334,3003,3008,1296
2341,-300,-36,288,11,1,-300,160,13,-17,72,939,-8675,1,1332,3007,3008,1296
2353,-280,-34,261,18,-2,-280,140,9,-14,72,939,-8675,1,1330,3010,3008,1296
2362,-240,-31,223,16,-6,-240,120,11,-16,72,939,-8675,1,1327,3014,3008,1296
2370,-220,-30,213,6,-8,-220,120,10,-15,72,939,-8675,1,1326,3016,3008,1296
2378,-220,-29,196,23,-11,-220,100,9,-16,72,939,-8675,1,1325,3019,3008,1296
2389,-200,-27,186,13,-13,-200,100,9,-14,72,939,-8675,1,1323,3021,3008,1296
2402,-140,-26,139,0,-15,-140,80,8,-13,72,939,-8675,1,1322,3023,3008,1296
2414,-120,-25,94,25,-18,-120,40,6,-12,72,939,-8675,1,1321,3026,3008,1296
2422,-80,-25,74,5,-18,-80,40,5,-10,72,939,-8675,1,1321,3026,3008,1296
2430,-40,-23,37,2,-22,-40,20,6,-11,72,939,-8675,1,1319,3030,3008,1296
2438,-20,-23,27,-8,-22,-20,20,4,-9,72,939,-8698,1,1319,3030,3008,1296
2450,-20,-21,27,-8,-24,-20,20,5,-9,72,939,-8698,1,1317,3032,3008,1296
2462,0,-18,17,-18,-28,0,20,7,-10,72,939,-8698,1,1314,3036,3008,1296
2474,0,-16,0,0,-30,0,0,9,-12,72,939,-8698,1,1312,3038,3008,1296
2482,0,-14,0,0,-32,0,0,9,-10,72,939,-8698,1,1310,3040,3008,1296
2490,0,-12,0,0,-34,0,0,11,-12,72,939,-8698,1,1308,3042,3008,1296
2497,0,-11,0,0,-36,0,0,10,-12,72,939,-8698,1,1307,3044,3008,1296
2509,0,-11,0,0,-36,0,0,7,-8,72,939,-8698,1,1307,3044,3008,1296
2522,0,-11,0,0,-36,0,0,5,-6,72,939,-8698,1,1307,3044,3008,1296
2534,0,-11,0,0,-36,0,0,3,-4,72,903,-8709,1,1307,3044,3008,1296
2542,0,-11,0,0,-36,0,0,1,-2,72,867,-8720,1,1307,3044,3008,1296
2550,0,-8,0,0,-33,0,0,3,3,72,834,-8728,1,1304,3041,3008,1296
2558,0,-9,0,0,-35,0,0,2,1,72,799,-8737,1,1305,3043,3008,1296
2570,-40,-9,20,20,-35,-40,0,2,1,72,764,-8746,1,1305,3043,3008,1296
2581,-60,-6,47,12,-32,-60,20,5,4,72,732,-8746,1,1302,3040,3008,1296
2593,-100,-7,84,15,-35,-100,40,4,1,72,697,-8753,1,1303,3043,3008,1296
2602,-140,-7,156,-17,-35,-140,100,1,-2,72,662,-8760,1,1303,3043,3008,1296
2610,-200,-5,186,13,-36,-200,100,4,-1,72,626,-8765,1,1301,3044,3008,1296
2618,-220,-5,213,6,-36,-220,120,4,-1,72,590,-8770,1,1301,3044,3008,1296
2630,-240,-5,223,16,-36,-240,120,1,-4,72,554,-8775,1,1301,3044,3008,1296
2642,-260,-3,251,8,-37,-260,140,4,-2,72,517,-8778,1,1299,3045,3008,1296
2654,-280,-3,261,18,-37,-280,140,4,-2,72,480,-8781,1,1299,3045,3008,1296
2662,-300,-3,288,11,-37,-300,160,2,-1,72,443,-8784,1,1299,3045,3008,1296
2669,-300,-3,323,-24,-37,-300,200,2,-1,72,406,-8787,1,1299,3045,3008,1296
2678,-280,-3,313,-34,-37,-280,200,2,-1,72,369,-8790,1,1299,3045,3008,1296
2689,-240,-3,275,-36,-37,-240,180,0,0,72,332,-8793,1,1299,3045,3008,1296
2702,-200,1581,221,-22,-37,-200,140,1584,0,72,295,-8793,1,1299,3045,3008,2880
2713,-120,1584,163,-44,-35,-120,120,1587,2,72,260,-8793,1,1296,3043,3008,2880
2721,-40,1586,89,-50,-34,-40,80,1589,3,72,226,-8793,1,1294,3042,3008,2880
2729,-20,1586,61,-42,-34,-20,60,1589,3,72,192,-8793,1,1294,3042,3008,2880
2738,0,1591,0,0,-31,0,0,1594,6,72,192,-8793,1,1289,3039,3008,2880
2750,0,1593,0,0,-30,0,0,12,7,72,192,-8793,1,1287,3038,3008,2880
2762,0,1593,0,0,-30,0,0,9,5,72,192,-8793,1,1287,3038,3008,2880
2773,0,1595,0,0,-29,0,0,9,5,72,192,-8793,1,1285,3037,3008,2880
2781,0,1596,0,0,-27,0,0,10,7,72,192,-8793,1,1284,3035,3008,2880
2789,0,1596,0,0,-27,0,0,5,4,72,165,-8793,1,1284,3035,3008,2880
2798,0,1596,0,0,-27,0,0,3,3,72,138,-8793,1,1284,3035,3008,2880
2810,0,1596,0,0,-25,0,0,3,5,72,138,-8793,1,1284,3033,3008,2880
2822,0,1596,0,0,-25,0,0,1,4,72,113,-8793,1,1284,3033,3008,2880
2833,0,1596,0,0,-25,0,0,0,2,72,88,-8793,1,1284,3033,3008,2880
2841,0,1596,0,0,-25,0,0,0,2,72,63,-8793,1,1284,3033,3008,2880
2849,0,1596,0,0,-25,0,0,0,2,72,38,-8793,1,1284,3033,3008,2880
2858,0,1598,0,0,-23,0,0,2,2,72,15,-8793,1,1282,3031,3008,2880
2870,0,1598,0,0,-23,0,0,2,2,72,-8,-8793,1,1282,3031,3008,2880
2882,0,1598,0,0,-23,0,0,2,2,72,-31,-8793,1,1282,3031,3008,2880
2893,0,1599,0,0,-18,0,0,3,7,72,-31,-8793,1,1281,3026,3008,2880
2901,0,1599,0,0,-18,0,0,3,7,72,-31,-8793,1,1281,3026,3008,2880
2909,0,1599,17,-18,-18,0,20,1,5,72,-31,-8793,1,1281,3026,3008,2880
2918,0,1599,34,-35,-13,0,40,1,10,72,-31,-8793,1,1281,3021,3008,2880
2929,20,1599,76,-97,-13,20,100,1,10,72,-31,-8793,1,1281,3021,3008,2880
2942,60,1599,73,-134,-13,60,120,0,5,72,-31,-8793,1,1281,3021,3008,2880
2953,80,1600,98,-179,-8,80,160,1,10,72,-31,-8793,1,1280,3016,3008,2880
2961,100,1600,192,-293,-8,100,280,1,10,72,-31,-8793,1,1280,3016,3008,2880
2969,100,1600,296,-397,-8,100,400,1,5,72,-31,-8793,1,1280,3016,3008,2880
2978,120,1600,355,-476,-5,120,480,1,8,72,-31,-8793,1,1280,3013,3008,2880
2989,160,1602,472,-633,-3,160,638,3,10,72,-31,-8793,1,1278,3011,3008,2880
3002,160,1602,685,-846,-3,160,884,2,5,72,-31,-8793,1,1278,3011,3008,2880
3013,160,1602,874,-1035,-3,160,1102,2,5,72,-31,-8793,1,1278,3011,3008,2880
3021,140,1606,1254,-1395,1,140,1530,6,9,72,-31,-8793,1,1274,3007,3008,2880
3029,140,1606,1686,-1827,1,140,2028,6,6,72,-31,-8793,1,1274,3007,3008,2880
3038,140,1606,2268,-2409,1,140,2700,4,4,72,-30,-8793,1,1274,3007,3008,2880
3050,140,1608,2933,-3074,6,140,3468,6,9,72,-30,-8793,1,1272,3002,3008,2880
3061,100,1608,3701,-3802,6,100,4332,6,9,72,-30,-8793,1,1272,3002,3008,2880
3073,80,1608,4542,-4623,6,80,5292,2,5,72,-30,-8793,1,1272,3002,3008,2880
3081,60,1609,5328,-5389,10,60,6188,3,9,72,-30,-8793,1,1271,2998,3008,2880
3089,40,1609,5821,-5862,10,40,6745,3,9,72,-30,-8793,1,1271,2998,3008,2880
3098,40,1609,6175,-6216,10,40,7154,1,4,72,-20,-8793,1,1271,2998,3008,2880
3110,40,1611,6324,-6365,15,40,7326,3,9,72,-20,-8793,1,1269,2993,3008,2880
3122,40,1611,6475,-6516,15,40,7500,3,9,72,-20,-8793,1,1269,2993,3008,2880
3133,60,1611,6465,-6526,17,60,7500,2,7,72,-20,-8793,1,1269,2991,3008,2880
3141,100,1613,6445,-6546,19,100,7500,4,9,72,-20,-8793,1,1267,2989,3008,2880
3149,120,1613,6435,-6556,19,120,7500,4,9,72,-20,-8793,1,1267,2989,3008,2880
3158,160,1613,6415,-6576,21,160,7500,2,6,72,-20,-8793,1,1267,2987,3008,2880
3170,160,1613,6264,-6425,24,160,7326,2,9,72,-20,-8793,1,1267,2984,3008,2880
3181,160,1613,6115,-6276,24,160,7154,2,7,72,-20,-8793,1,1267,2984,3008,2880
3193,180,1613,5608,-5789,24,180,6580,0,5,72,-20,-8793,1,1267,2984,3008,2880
3201,180,1613,5268,-5449,26,180,6188,0,7,72,-20,-8793,1,1267,2982,3008,2880
3209,200,1611,4797,-4998,28,200,5655,-2,7,72,-20,-8793,1,1269,2980,3008,2880
3218,200,1608,4231,-4432,29,200,5002,-5,5,72,-20,-8793,1,1272,2979,3008,2880
3230,240,1608,3747,-3988,29,240,4466,-5,5,72,-20,-8793,1,1272,2979,3008,2880
3242,240,1603,3138,-3379,32,240,3763,-10,8,72,-20,-8793,1,1277,2976,3008,2880
3253,240,1600,2310,-2551,34,240,2806,-13,8,72,-20,-8793,1,1280,2974,3008,2880
3261,240,1597,1376,-1617,35,240,1728,-14,7,72,-20,-8793,1,1283,2973,3008,2880
3269,220,1589,582,-803,37,220,800,-19,8,72,-20,-8793,1,1291,2971,3008,2880
3278,180,1586,152,-333,38,180,280,-22,9,72,-20,-8793,1,1294,2970,3008,2880
3289,120,1578,43,-164,40,120,120,-25,8,72,-20,-8793,1,1302,2968,3008,2880
3302,100,1573,36,-137,41,100,100,-27,7,72,-20,-8793,1,1307,2967,3008,2880
3312,80,1548,11,-92,44,80,60,-49,9,72,-20,-8793,1,1332,2964,3008,2880
