timestamp,platform_a,platform_c,platform_b,platform_y,platform_x,mode,active,ball_x,ball_y,target_y,target_x
0,35,-13,-22,35,5,78,1,1283,2983,3008,1296
12,35,-13,-22,35,5,78,1,1283,2983,3008,1296
20,35,-13,-22,35,5,78,1,1283,2983,3008,1296
28,27,5,-32,27,21,78,1,1283,2983,3008,1296
36,27,5,-32,27,21,78,1,1283,2983,3008,1296
48,27,5,-32,27,21,78,1,1283,2983,3008,1296
60,27,5,-32,27,21,78,1,1283,2983,3008,1296
72,27,5,-32,27,21,78,1,1283,2983,3008,1296
80,22,-11,-12,22,1,78,1,1285,2984,3008,1296
88,22,-11,-12,22,1,78,1,1285,2984,3008,1296
96,21,-35,14,21,-28,78,1,1287,2984,3008,1296
108,19,-48,29,19,-45,78,1,1289,2985,3008,1296
120,31,-75,44,31,-69,78,1,1291,2985,3008,1296
132,49,-98,49,49,-85,78,1,1294,2985,3008,1296
140,49,-98,49,49,-85,78,1,1294,2985,3008,1296
148,38,-96,57,38,-88,78,1,1296,2986,3008,1296
156,38,-77,38,38,-66,78,1,1296,2986,3008,1296
168,27,-55,28,27,-48,78,1,1296,2986,3008,1296
180,17,-22,5,17,-16,78,1,1296,2986,3008,1296
192,17,-22,5,17,-16,78,1,1296,2986,3008,1296
200,23,-4,-19,23,9,78,1,1296,2986,3008,1296
208,23,-4,-19,23,9,78,1,1296,2986,3008,1296
216,23,-4,-19,23,9,78,1,1296,2986,3008,1296
228,23,-4,-19,23,9,78,1,1296,2986,3008,1296
240,23,-4,-19,23,9,78,1,1296,2986,3008,1296
252,23,-4,-19,23,9,78,1,1296,2986,3008,1296
260,23,-4,-19,23,9,78,1,1296,2986,3008,1296
268,23,-4,-19,23,9,78,1,1296,2986,3008,1296
276,23,-4,-19,23,9,78,1,1296,2986,3008,1296
288,23,-4,-19,23,9,78,1,1296,2986,3008,1296
300,23,-4,-19,23,9,78,1,1296,2986,3008,1296
312,189,-112,-77,189,-20,78,1,1300,2979,3008,1296
320,127,-65,-62,127,-2,78,1,1298,2981,3008,1296
328,127,-65,-62,127,-2,78,1,1298,2981,3008,1296
336,270,-204,-67,270,-79,78,1,1302,2974,3008,1296
348,211,-128,-83,211,-26,78,1,1300,2977,3008,1296
360,68,-28,-41,68,7,78,1,1300,2977,3008,1296
372,124,-69,-56,124,-7,78,1,1300,2977,3008,1296
380,124,-69,-56,124,-7,78,1,1300,2977,3008,1296
388,0,12,-13,0,14,78,1,1300,2977,3008,1296
396,41,-18,-23,41,3,78,1,1300,2977,3008,1296
408,41,-18,-23,41,3,78,1,1300,2977,3008,1296
420,88,-47,-42,88,-3,78,1,1301,2975,3008,1296
432,88,-47,-42,88,-3,78,1,1301,2975,3008,1296
440,88,-47,-42,88,-3,78,1,1301,2975,3008,1296
447,171,-89,-82,171,-4,78,1,1302,2970,3008,1296
456,171,-89,-82,171,-4,78,1,1302,2970,3008,1296
468,131,-65,-66,131,1,78,1,1302,2970,3008,1296
480,191,-95,-96,191,1,78,1,1302,2965,3008,1296
492,191,-95,-96,191,1,78,1,1302,2965,3008,1296
499,124,-53,-72,124,11,78,1,1302,2965,3008,1296
507,265,-102,-163,265,35,78,1,1301,2957,3008,1296
516,265,-102,-163,265,35,78,1,1301,2957,3008,1296
528,173,-56,-117,173,35,78,1,1301,2957,3008,1296
540,279,-109,-170,279,35,78,1,1301,2952,3008,1296
552,306,-93,-214,306,70,78,1,1298,2952,3008,1296
559,142,-19,-124,142,61,78,1,1298,2952,3008,1296
567,142,-19,-124,142,61,78,1,1298,2952,3008,1296
576,177,8,-185,177,111,78,1,1293,2953,3008,1296
588,77,39,-116,77,89,78,1,1293,2953,3008,1296
600,84,22,-107,84,74,78,1,1293,2951,3008,1296
612,124,26,-151,124,102,78,1,1290,2951,3008,1296
619,196,0,-197,196,114,78,1,1288,2949,3008,1296
627,214,-15,-200,214,107,78,1,1287,2947,3008,1296
636,214,-15,-200,214,107,78,1,1287,2947,3008,1296
648,218,0,-219,218,127,78,1,1285,2946,3008,1296
660,187,-7,-180,187,100,78,1,1285,2946,3008,1296
672,114,13,-128,114,81,78,1,1285,2946,3008,1296
679,76,7,-84,76,53,78,1,1285,2946,3008,1296
687,112,18,-131,112,86,78,1,1283,2945,3008,1296
